time,seconds_elapsed,bearingAccuracy,speedAccuracy,verticalAccuracy,horizontalAccuracy,speed,bearing,altitude,longitude,latitude
1766385776864475000,27.535474853515623,0,0.0899188444018364,6.0984344482421875,3.7799999713897705,0.060350965708494186,0,132.10600536463477,127.4346853,37.3287037
1766385777826518500,28.4975185546875,0,0.044040072709321976,5.973973274230957,3.681999921798706,0.014078188687562943,0,132.0951584874061,127.4346821,37.3287018
1766385778826221600,29.4972216796875,0,0.042141206562519073,1.8191099166870117,3.436000108718872,0.011748598888516426,0,124.20375076973191,127.4346806,37.3287013
1766385779826362400,30.4973623046875,0,0.049189504235982895,1.8061326742172241,3.3440001010894775,0.015288685448467731,0,124.19342041015624,127.4346802,37.3287011
1766385780826220000,31.497219970703124,0,0.04820859432220459,1.650122880935669,3.0420000553131104,0.018846901133656502,0,123.77339189542238,127.4346806,37.3287016
1766385781053834800,31.724834716796874,0,0.0944751650094986,1.650122880935669,3,0.0698939710855484,0,123.77339189542238,127.4346807,37.3287017
1766385781826278000,32.49727783203125,0,0.06930911540985107,1.6396193504333496,3,0.031979724764823914,0,123.76409456119367,127.4346811,37.3287026
1766385782826435000,33.49743505859375,0,0.06030731275677681,1.6271023750305176,3,0.025060482323169708,0,123.805416178312,127.4346823,37.3287035
1766385783826220800,34.497220703125,0,0.054412756115198135,1.5840510129928589,3,0.021326202899217606,0,123.56517087790846,127.4346847,37.3287053
1766385784192120300,34.86312036132812,0,0.09615380316972733,1.586487889289856,3,0.03135715052485466,0,123.55432394856183,127.434685,37.3287055
1766385784826116900,35.49711694335937,0,0.05690450221300125,1.5256530046463013,3,0.02537619322538376,0,121.1611328125,127.4346877,37.3287071
1766385785826687000,36.49768701171875,0,0.0422465056180954,1.5181630849838257,3,0.014239312149584293,0,121.16216585143589,127.4346891,37.3287088
1766385786826557000,37.49755688476562,0,0.045519065111875534,1.5108822584152222,3,0.013176408596336842,0,121.12859218667585,127.434689,37.328711
1766385787826951200,38.497951171875,0,0.044811978936195374,1.503840446472168,3,0.016895731911063194,0,121.21330150278467,127.4346895,37.3287123
1766385788826176000,39.49717602539062,0,0.08308127522468567,1.496893286705017,3,0.058992400765419006,0,121.19264063345229,127.43469,37.3287127
1766385789826518500,40.4975185546875,0,0.08450283855199814,1.4901058673858643,3,0.059112902730703354,0,121.17197974054395,127.4346903,37.3287137
1766385790826962400,41.49796240234375,0,0.07069382071495056,1.4832346439361572,3.1579999923706055,0.05910869315266609,0,121.29382511842093,127.4346901,37.3287149
1766385791827005700,42.498005615234376,0,0.07069417834281921,1.4764009714126587,3.315999984741211,0.046964436769485474,0,121.28349469804093,127.43469,37.3287155
1766385792826151200,43.497151123046876,0,0.07581901550292969,1.4695769548416138,3.3949999809265137,0.012632904574275017,0,121.26180097296054,127.4346896,37.3287153
1766385793826399700,44.49739965820312,0,0.07069818675518036,1.4627381563186646,3.631999969482422,0.0075765009969472885,0,121.41668701171875,127.4346896,37.3287152
1766385794826255400,45.49725537109375,0,0.07070766389369965,1.4559355974197388,3.6579999923706055,0.059484630823135376,0,121.27264795188158,127.4346897,37.3287144
1766385795826468000,46.49746801757812,0,0.07069499045610428,1.449127435684204,3.7899999618530273,0.043398283421993256,0,121.29382522271872,127.4346899,37.3287141
1766385796826801700,47.4978017578125,0,0.07069364190101624,1.4423303604125977,3.7899999618530273,0.044304247945547104,0,121.30415559349282,127.4346893,37.3287148
1766385797827047700,48.498047607421874,0,0.07069361954927444,1.435583472251892,3.7899999618530273,0.07226977497339249,0,121.39550989732626,127.4346891,37.3287157
1766385798826244600,49.49724462890625,0,0.07069315761327744,1.428756594657898,3.7899999618530273,0.0513739176094532,0,121.34282568823734,127.4346892,37.328716
1766385799826388200,50.49738818359375,4.212381362915039,0.9255034327507019,1.4219756126403809,3.7899999618530273,0.31832942366600037,8.041095733642578,121.34282559507983,127.4346894,37.3287177
1766385800826876000,51.4978759765625,8.868778228759766,0.9257569909095764,1.415202021598816,3.7899999618530273,0.8820469379425049,8.069360733032227,121.30047192877801,127.4346921,37.3287286
1766385801826511400,52.497511474609375,1.8366519212722778,0.03692379221320152,1.5214344263076782,3.7899999618530273,1.2899900674819946,359.00018310546875,121.36096489148152,127.4346931,37.3287403
1766385802255848400,52.92684838867188,33.97634506225586,0.34482482075691223,1.5214344263076782,3.687000036239624,0.43465831875801086,58.34084701538086,121.36096489148152,127.4346985,37.3287335
1766385802799562800,53.47056274414062,35.03453826904297,0.4049464166164398,1.5214344263076782,3.6649999618530273,0.3633681535720825,56.82698059082031,121.36096489148152,127.4347012,37.3287308
1766385802826889200,53.49788916015625,7.12640380859375,0.22367969155311584,1.4084277153015137,3.5820000171661377,0.8902996778488159,49.41139221191406,121.36096489148152,127.4347071,37.3287371
1766385803476453600,54.14745361328125,6.8727827072143555,0.27386558055877686,1.4084277153015137,3.4830000400543213,0.9131602644920349,48.1250114440918,121.36096489148152,127.4347174,37.3287464
1766385803826187300,54.49718725585937,9.475733757019043,0.17051874101161957,1.435979962348938,3.430000066757202,1.014548659324646,42.036231994628906,121.38228132232459,127.434719,37.3287514
1766385804300041500,54.97104150390625,9.790398597717285,0.22137345373630524,1.435979962348938,3.3420000076293945,1.0241800546646118,41.71822738647461,121.38228132232459,127.4347226,37.3287559
1766385804826512000,55.49751196289063,33.564659118652344,0.18096701800823212,1.4291071891784668,3.2709999084472656,1.0692998170852661,20.67138671875,121.37195121960652,127.434716,37.3287631
1766385804893408300,55.564408203125,33.11884307861328,0.18096701800823212,1.4291071891784668,3.2639999389648438,1.0686508417129517,20.613346099853516,121.37195121960652,127.4347145,37.3287643
1766385805335028200,56.0060283203125,30.923587799072266,0.22374887764453888,1.4291071891784668,3.309000015258789,1.0643999576568604,20.908533096313477,121.37195121960652,127.4347152,37.3287688
1766385805826177500,56.49717749023438,9.730006217956543,0.1880432516336441,1.394943118095398,3.2890000343322754,1.0833101272583008,355.3757019042969,121.3924717435643,127.4347019,37.3287785
1766385805971428900,56.642428955078124,9.711935997009277,0.24617061018943787,1.4973804950714111,3.2780001163482666,1.086456298828125,355.4892883300781,121.41364854507462,127.4346996,37.3287799
1766385806174579700,56.845579833984374,9.845232009887695,0.24617061018943787,1.4973804950714111,3.244999885559082,1.0919487476348877,355.8706970214844,121.41364854507462,127.4346964,37.3287855
1766385806793261000,57.46426098632813,12.720122337341309,0.21168965101242065,1.4973804950714111,3.2839999198913574,1.0463768243789673,357.5600891113281,121.41364854507462,127.4346958,37.3287903
1766385806826377000,57.497376953125,9.384481430053711,0.19197222590446472,1.5029250383377075,3.265000104904175,1.0958846807479858,352.0862121582031,121.38214161540853,127.4346924,37.328793
1766385807826988000,58.49798803710937,2.4401962757110596,0.05092110112309456,1.5093973875045776,3.2720000743865967,1.340000033378601,1,121.43548154782661,127.4346944,37.3288176
1766385808826472700,59.49747265625,2.386394500732422,0.05113842338323593,1.5161163806915283,3.36899995803833,1.3799999952316284,1,121.4881655906098,127.4346953,37.3288302
1766385809826954800,60.49795483398437,2.262720823287964,0.050020407885313034,1.5375077724456787,3.505000114440918,1.4199999570846558,2,121.46698863265895,127.4346963,37.3288432
1766385810827019300,61.49801928710937,2.242194414138794,0.049971867352724075,1.5437042713165283,3.615000009536743,1.4299999475479126,1,121.572873943884,127.4346974,37.3288566
1766385811826081000,62.4970810546875,2.3436057567596436,0.05018715187907219,1.5434609651565552,3.6579999923706055,1.3700000047683716,359,121.6465968034029,127.4346975,37.3288697
1766385812826131500,63.49713134765625,2.3642401695251465,0.05085945874452591,1.5569299459457397,3.7899999618530273,1.3799999952316284,359,121.74229315355838,127.4346974,37.328883
1766385813826977000,64.49797705078124,2.2410125732421875,0.05225485935807228,1.4852415323257446,3.7899999618530273,1.5,0,124.03733740505442,127.4346976,37.3288968
1766385814826471700,65.4974716796875,2.4113881587982178,0.053394123911857605,1.4735524654388428,3.7899999618530273,1.4199999570846558,359,124.1323804292648,127.4346976,37.3289103
1766385815826206200,66.49720629882812,2.662600040435791,0.05184868350625038,1.483608365058899,3.7899999618530273,1.25,0,124.42212951190524,127.4346976,37.3289225
1766385816826396200,67.49739624023438,2.226867437362671,0.04976865276694298,1.4594264030456543,3.7899999618530273,1.4299999475479126,0,124.2410314801207,127.4346979,37.3289356
1766385817826940200,68.49794018554688,2.6558680534362793,0.05507368966937065,1.4575726985931396,3.7899999618530273,1.3300000429153442,2,124.36750036267185,127.4346983,37.3289486
1766385818826521000,69.49752099609375,2.4706790447235107,0.054977040737867355,1.5247199535369873,3.7899999618530273,1.4299999475479126,3,124.30434294098036,127.4346994,37.3289616
1766385819827092000,70.49809204101562,2.346830368041992,0.04783022776246071,1.5032358169555664,3.7899999618530273,1.309999942779541,0,124.5554379378046,127.4346999,37.3289738
1766385820826588700,71.49758862304688,3.247497797012329,0.05102473497390747,1.4953495264053345,3.7899999618530273,1.0099999904632568,357,124.48567224470312,127.4346998,37.3289836
1766385821826973200,72.49797314453124,2.787881374359131,0.0587720051407814,1.4791326522827148,3.7899999618530273,1.350000023841858,357,124.46292971920234,127.4346998,37.3289947
1766385822826290700,73.49729077148437,2.8519747257232666,0.057013895362615585,1.4759150743484497,3.7899999618530273,1.2799999713897705,359,124.48410928227739,127.4347002,37.3290056
1766385823826362600,74.49736254882812,2.5018444061279297,0.05799617990851402,1.4830423593521118,3.7899999618530273,1.4900000095367432,0,124.84110392358019,127.4347004,37.3290179
1766385824826871800,75.49787182617187,3.3108878135681152,0.06066424399614334,1.4675252437591553,3.7899999618530273,1.1799999475479126,0,124.98936469450038,127.4347004,37.3290289
1766385825826205000,76.49720483398437,15.228075981140137,0.916447103023529,1.4665168523788452,3.7899999618530273,1.2400000095367432,0,125.34641244348893,127.4346998,37.3290399
1766385826826172700,77.49717260742187,3.728471279144287,0.07088522613048553,1.4699348211288452,3.7899999618530273,1.2200000286102295,0,125.388961912903,127.4347,37.329051
1766385827826552000,78.49755200195312,2.683907985687256,0.05089615285396576,1.4450805187225342,3.7899999618530273,1.2200000286102295,359,125.45032580579549,127.4347005,37.3290618
1766385828826669600,79.49766967773438,2.6060969829559326,0.054535068571567535,1.4360651969909668,3.7899999618530273,1.340000033378601,355,125.44051337511769,127.4346994,37.3290735
1766385829827042600,80.49804248046875,3.8534536361694336,0.05807270482182503,1.4502094984054565,3.7899999618530273,0.9700000286102295,353,125.71535692219805,127.4346972,37.3290839
1766385830826198800,81.49719873046875,7.404932498931885,0.696545422077179,1.442249059677124,3.7899999618530273,0.7300000190734863,353,125.72620615890004,127.4346963,37.3290912
1766385831826604800,82.49760473632813,9.319472312927246,0.696431040763855,1.4426153898239136,3.7899999618530273,0.7300000190734863,353,125.81093400205577,127.4346954,37.3290977
1766385832826896400,83.497896484375,1.5095372200012207,0.02511373907327652,1.4345128536224365,3.7899999618530273,1.059999942779541,2,125.90918300484546,127.4346952,37.3291068
1766385833826456600,84.49745654296875,5.600970268249512,0.6026180386543274,1.4870021343231201,3.7899999618530273,0.9100000262260437,10,126.02703132493971,127.4346963,37.3291167
1766385834826562600,85.4975625,2.4720585346221924,0.047917190939188004,1.4766573905944824,3.7899999618530273,1.2400000095367432,4,125.8355848492608,127.4346982,37.3291266
1766385835826546000,86.4975458984375,3.7685086727142334,0.07939857989549637,1.484623670578003,3.7899999618530273,1.350000023841858,1,125.89913221473567,127.4346988,37.3291386
1766385836826677800,87.497677734375,3.9889538288116455,0.07745590806007385,1.4827802181243896,3.7899999618530273,1.25,0,125.95234703650252,127.4346993,37.3291503
1766385837827133000,88.4981328125,1.9311108589172363,0.04649609327316284,1.496180534362793,3.7899999618530273,1.5399999618530273,355,126.04741122695975,127.4346989,37.3291632
1766385838826420500,89.49742041015625,9.180471420288086,0.1676902025938034,1.502677321434021,3.7899999618530273,1.1799999475479126,0,126.2764353973629,127.4346986,37.3291753
1766385839826604800,90.49760473632813,3.4454665184020996,0.06535080075263977,1.5162818431854248,3.7899999618530273,1.2200000286102295,1,126.24640900619869,127.4347,37.3291862
1766385840826455800,91.49745581054688,0,0.10628656297922134,1.4498121738433838,3.7899999618530273,0,0,126.46656974083399,127.4347017,37.3291931
1766385841827034600,92.49803466796875,0,0.07187774777412415,1.442352056503296,3.7899999618530273,0,0,126.7359352709887,127.4347017,37.329194
1766385842826237200,93.4972373046875,14.456610679626465,0.6148644685745239,1.428290605545044,3.7899999618530273,0.6899999976158142,359,126.5513048784622,127.4347012,37.3291997
1766385843826075000,94.49707495117187,5.079134941101074,0.601187527179718,1.4357151985168457,3.7899999618530273,0.7599999904632568,354,126.5936727603617,127.4347002,37.3292064
1766385844826221600,95.4972216796875,12.778563499450684,0.23243504762649536,1.4280116558074951,3.7899999618530273,1.1699999570846558,357,126.83100460740401,127.4346997,37.3292161
1766385845826659300,96.49765942382813,4.9122819900512695,0.5954930782318115,1.4345399141311646,3.7899999618530273,0.6600000262260437,357,126.7314894710964,127.4346995,37.3292235
1766385846826442000,97.49744189453125,12.11178970336914,0.6554988026618958,1.4264171123504639,3.7899999618530273,0.7799999713897705,357,126.9260749947831,127.4346991,37.3292308
1766385847826759700,98.497759765625,13.844359397888184,0.4296334385871887,1.4466288089752197,3.7899999618530273,1.090000033378601,357,127.10088024990176,127.4346982,37.3292413
1766385848826781000,99.49778100585938,6.333375930786133,0.12265850603580475,1.4529398679733276,3.7899999618530273,1.25,357,127.14324922636581,127.4346973,37.3292535
1766385849826249200,100.49724926757813,21.801074981689453,0.6709985136985779,1.4821232557296753,3.7899999618530273,0.9700000286102295,357,127.2279878055077,127.4346966,37.329265
1766385850826155800,101.49715576171874,5.603170394897461,0.5962027311325073,1.480581283569336,3.7899999618530273,0.9800000190734863,358,127.2279878055077,127.4346961,37.3292752
1766385851826927400,102.49792724609375,3.3950300216674805,0.0612027607858181,1.487575888633728,3.7899999618530273,1.159999966621399,3,127.27035740818975,127.4346966,37.3292863
1766385852826635800,103.4976357421875,2.6389501094818115,0.05855835974216461,1.486395001411438,3.7899999618530273,1.4199999570846558,1,127.29154228780916,127.4346974,37.3292993
1766385853827061200,104.49806127929688,3.0483014583587646,0.06142793595790863,1.4923722743988037,3.7899999618530273,1.2899999618530273,0,127.34522143279699,127.4346974,37.3293128
1766385854826602500,105.4976025390625,12.985273361206055,0.6175268888473511,1.4666742086410522,3.7899999618530273,1.4299999475479126,0,127.5169547284035,127.4346978,37.3293265
1766385855826421000,106.4974208984375,3.0974464416503906,0.07801616936922073,1.4828637838363647,3.7899999618530273,1.6200000047683716,358,127.53537285499003,127.4346972,37.3293411
1766385856827005000,107.4980048828125,4.646697521209717,0.08185379952192307,1.4752817153930664,3.7899999618530273,1.1299999952316284,357,127.68035874972989,127.4346979,37.3293536
1766385857825297400,108.49629736328124,2.8936219215393066,0.06433367729187012,1.4732745885849,3.7899999618530273,1.4299999475479126,359,127.72114963112432,127.4346991,37.3293652
1766385858826601700,109.49760180664063,3.077305555343628,0.06631764024496078,1.4885531663894653,3.7899999618530273,1.3799999952316284,8,127.8423109233184,127.434702,37.3293786
1766385859826400000,110.49739990234374,3.9412224292755127,0.06721371412277222,1.4953639507293701,3.7899999618530273,1.100000023841858,356,127.99559839393872,127.4347031,37.3293895
1766385860826176000,111.49717602539063,2.13985276222229,0.049139995127916336,1.5098203420639038,3.7899999618530273,1.4700000286102295,357,127.94334742031333,127.4347004,37.3294018
1766385861826808000,112.49780810546875,4.024100303649902,0.06549578905105591,1.5086838006973267,3.7899999618530273,1.0499999523162842,3,128.04286420102537,127.4346998,37.3294128
1766385862826833700,113.49783374023437,3.6894941329956055,0.06497994810342789,1.4692872762680054,3.7899999618530273,1.1299999952316284,359,128.19661334269398,127.4347001,37.3294228
1766385863826590500,114.49759057617187,4.5487823486328125,0.59999018907547,8.618400573730469,3.7899999618530273,0.8299999833106995,357,136.12442328993822,127.4347003,37.3294307
1766385864826708000,115.4977080078125,7.47922945022583,0.5939357876777649,1.481121301651001,3.7899999618530273,0.6899999976158142,357,128.33896714031735,127.4347004,37.3294379
1766385865826307300,116.49730737304688,9.196222305297852,0.5997777581214905,1.487869143486023,3.7899999618530273,0.6700000166893005,357,128.46119545013556,127.4347007,37.3294451
1766385866826372600,117.49737255859375,10.059796333312988,0.5880391597747803,1.502260684967041,3.7899999618530273,0.5199999809265137,357,128.6188632964952,127.4347003,37.329451
1766385867826152200,118.49715209960938,12.021385192871094,0.5943328738212585,1.517638921737671,3.7899999618530273,0.7699999809265137,357,128.55360375444064,127.4347,37.3294587
1766385868826382600,119.49738256835937,17.163530349731445,0.6602289080619812,1.5141749382019043,3.7899999618530273,0.9700000286102295,357,128.65954314222128,127.4347005,37.3294682
1766385869826278100,120.49727807617188,5.45165491104126,0.5929730534553528,1.4634394645690918,3.7899999618530273,0.9300000071525574,357,128.80903765127152,127.4347015,37.329479
1766385870826635300,121.49763525390625,2.598329544067383,0.0552871897816658,1.476953148841858,3.7899999618530273,1.3700000047683716,1,128.70238251839308,127.4347018,37.329491
1766385871826608000,122.49760815429687,7.015368938446045,0.1210981160402298,8.023944854736328,3.7899999618530273,1.1100000143051147,0,136.59003637737558,127.4347022,37.329503
1766385872826729200,123.49772924804688,6.246224880218506,0.12308115512132645,1.4917258024215698,3.7899999618530273,1.149999976158142,3,128.88505777042553,127.434702,37.3295141
1766385873826737200,124.49773706054688,3.473194122314453,0.06317661702632904,7.854994297027588,3.7899999618530273,1.1699999570846558,3,136.6112246980105,127.4347021,37.329526
1766385874826827000,125.49782690429687,12.196362495422363,0.5939190983772278,8.021622657775879,3.7899999618530273,0.8100000023841858,3,136.69597850258347,127.4347013,37.3295353
1766385875825909000,126.49690893554687,12.774230003356934,0.5997596383094788,7.9807610511779785,3.7899999618530273,0.5400000214576721,3,136.74920845321353,127.4347005,37.3295417
1766385876827107000,127.49810717773437,13.757329940795898,0.6034075021743774,7.768825531005859,3.7899999618530273,0.6100000143051147,3,136.88248184821833,127.4347009,37.3295462
1766385877826763000,128.49776293945314,5.569384574890137,0.5972000956535339,7.6923089027404785,3.7899999618530273,0.7699999809265137,357,136.82311077557128,127.4347012,37.3295531
1766385878826819000,129.49781909179688,7.402008533477783,0.6003958582878113,7.773947715759277,3.7899999618530273,0.6200000047683716,357,137.0308042906659,127.4347018,37.3295592
1766385879826443500,130.49744360351562,11.046038627624512,0.5908424854278564,7.7783002853393555,3.7899999618530273,0.9599999785423279,357,137.15793984882615,127.4347018,37.3295674
1766385880826973700,131.4979736328125,0,0.21790793538093567,7.798879146575928,3.7899999618530273,0,0,137.1682761556803,127.4347015,37.329567
1766385881826308600,132.49730859375,21.370512008666992,0.6359604001045227,7.7918548583984375,3.7899999618530273,0.8299999833106995,357,137.2215083327152,127.4347016,37.3295749
1766385882826220800,133.497220703125,24.348798751831055,0.7309297919273376,7.779914855957031,3.7899999618530273,0.8500000238418579,357,137.28507728648606,127.4347021,37.3295831
1766385883826391300,134.49739135742186,0,0.07119514793157578,7.780368328094482,3.7899999618530273,0,0,137.3698366224529,127.4347015,37.3295848
1766385884826377700,135.49737768554687,0,0.07069813460111618,5.438127040863037,3.7899999618530273,0,0,139.3000030517578,127.4346993,37.3295845
1766385885826680800,136.49768090820314,0,0.07240723818540573,5.47634220123291,3.7899999618530273,0,0,139.3000030517578,127.434699,37.3295847
1766385886826386200,137.49738623046875,2.5019099712371826,0.06728067249059677,5.420880317687988,3.7899999618530273,1.7300000190734863,1,139.3000030517578,127.4347003,37.3295963
1766385887826837500,138.49783740234375,0,0.1014731377363205,5.398914813995361,3.7899999618530273,0,0,139.3000030517578,127.4347002,37.3296029
1766385888826476800,139.49747680664063,0,0.07399700582027435,5.356590270996094,3.7899999618530273,0,0,139.3000030517578,127.4346997,37.3296034
1766385889826226200,140.49722607421876,0,0.08053853362798691,5.153928279876709,3.7899999618530273,0,0,139.3000030517578,127.4346996,37.3296049
1766385890826514700,141.4975146484375,6.913089752197266,0.5995253324508667,5.20604133605957,3.7899999618530273,0.800000011920929,8,139.3000030517578,127.4347002,37.3296115
1766385891826424000,142.49742407226563,11.48470687866211,0.6632776260375977,2.4841530323028564,3.7899999618530273,0.6200000047683716,8,139.40000915527344,127.434701,37.3296181
1766385892826433000,143.49743310546876,0,0.21328556537628174,3.791482448577881,3.7899999618530273,0,0,139.40000915527344,127.4347003,37.3296206
1766385893826703600,144.49770361328126,0,0.07074037939310074,3.7555065155029297,3.7899999618530273,0,0,139.40000915527344,127.4346993,37.3296206
1766385894826311000,145.49731079101562,0,0.08164674788713455,3.63923716545105,3.7899999618530273,0,0,139.40000915527344,127.4346977,37.3296214
1766385895826615800,146.49761572265626,0,0.07272935658693314,3.570946455001831,3.7899999618530273,0,0,139.40000915527344,127.4346975,37.3296238
1766385896826281500,147.49728149414062,0,0.07458866387605667,2.8387835025787354,3.7899999618530273,0,0,139.10000610351562,127.4346978,37.3296287
1766385897826975000,148.49797509765625,0,0.0707087516784668,2.96774959564209,3.7899999618530273,0,0,139.10000610351562,127.4346985,37.3296307
1766385898825725000,149.49672485351562,0,0.07074557989835739,3.0412802696228027,3.7899999618530273,0,0,139.10000610351562,127.4346985,37.3296326
1766385899827024400,150.4980244140625,0,0.07231619209051132,3.0406763553619385,3.7899999618530273,0,0,139.10000610351562,127.434697,37.3296371
1766385900826521900,151.49752197265624,0,0.07103753089904785,2.9849798679351807,3.7899999618530273,0,0,139.10000610351562,127.4346966,37.3296388
1766385901826401300,152.4974013671875,0,0.0707051083445549,2.7737624645233154,3.7899999618530273,0,0,139.10000610351562,127.4346967,37.3296394
1766385902826862600,153.49786254882812,0,0.07069142907857895,2.9103000164031982,3.7899999618530273,0,0,139.10000610351562,127.4346956,37.3296394
1766385903826694100,154.4976940917969,0,0.07071471959352493,3.0725345611572266,3.7899999618530273,0,0,139.10000610351562,127.4346951,37.3296397
1766385904826411000,155.49741088867188,0,0.07070810347795486,2.5997207164764404,3.7899999618530273,0,0,139.3000030517578,127.4346947,37.3296406
1766385905826374400,156.49737451171876,0,0.07083223015069962,2.599623918533325,3.7899999618530273,0,0,139.3000030517578,127.434694,37.3296411
1766385906827011600,157.49801147460937,0,0.07070235162973404,2.6074607372283936,3.7899999618530273,0,0,139.3000030517578,127.4346936,37.3296414
1766385907826249700,158.49724975585937,0,0.07070183753967285,2.538094997406006,3.7899999618530273,0,0,139.3000030517578,127.4346937,37.329642
